company,company_formal,column3,column4,column5,column6,column7,column8,column9,column10,column11,column12,column13,column14,column15,column16,column17,industry,column18,column19,column20,column21,column22,column23,column24,column25,column26,column27,column28,column29,column30,column31,column32,column33,column34,column35,column36,column37,column38,column39,column40,column41,column42,column43,column44
Shiva Texyarn,SHIVA TEXYARN LTD.,3.9,76,3.3,3.8,3.7,3.6,3.7,3.5,3.2,16635,SHIVA TEXYARN,20101020125,Bannari Amman Group,1,3.6120804e+19,Cotton yarn,101011501000000,Cotton & blended yarn,130101010000,13111,Preparation and spinning of cotton fiber including blended* cotton,1980,Textiles & Garments,16635,20240331,12,INDAS,3421.8,3377.9,10.2,3542.8,481.7,426.2,50.5,-110.8,3000.5,1614.0,,,SHIVA TEXYARN LTD.,3000.5,76.0,Matched (3)
Shoppers Stop,SHOPPERS STOP LTD.,4.1,2.6k,4.0,3.9,3.6,3.8,3.9,3.9,3.5,221948,SHOPPER'S STOP,20101034502,K Raheja Corp Group,1,8.00408e+19,Retail trade,101040405000000,Retail trading,470100000000,471,Retail sale in non-specialized stores,1997,Retail & Wholesale,221948,20240331,12,INDAS,48512.5,47914.4,1289.2,49062.9,3818.2,3634.4,90.2,738.8,52849.1,8385.0,2426.0,159.0,SHOPPERS STOP LTD.,52849.1,2600.0,Matched (3)
Shree Cement,SHREE CEMENT LTD.,3.8,2.5k,3.3,3.6,3.5,3.5,3.5,3.5,3.2,222402,SHREE CEMENT,20101012202,Bangur P.D./B.G. Group,1,5.4060612e+19,Cement,101013001000000,Cement,230904010000,23941,Manufacture of clinkers and cement,1979,Diversified / Miscellaneous,222402,20240331,12,INDAS,269187.5,261261.3,666.4,245169.5,9379.4,8867.0,225.2,24684.4,275722.7,21303.0,254.0,5.0,SHREE CEMENT LTD.,275722.7,2500.0,Matched (3)
Shri Dinesh Mills,SHRI DINESH MILLS LTD.,3.3,55,3.2,3.2,3.3,3.0,2.8,3.2,3.0,224517,,20101037232,Shri Dinesh Mills Group,1,3.6080804e+19,Felt fabric,101011590000000,Other textiles,130102030000,13123,"Weaving, Manufacture of wool and wool mixture fabrics.",1935,Textiles & Garments,224517,20240331,12,INDAS,1199.4,668.8,23.9,744.3,222.4,221.2,0.1,479.0,2312.5,302.0,,,SHRI DINESH MILLS LTD.,2312.5,55.0,Matched (3)
Shriram Finance,SHRIRAM FINANCE LTD.,4.0,7.7k,4.0,3.8,3.6,3.7,3.8,3.8,3.4,225455,STFC,20101037233,Shriram Transport Group,2,8.504080404e+19,Auto financing services,102030100000000,Auto finance services,640902010000,64920,Other credit granting,1979,Financial Services,225455,20240331,12,FS_INDAS,350518.5,1.3,,278613.7,32155.9,30234.3,698.8,71904.8,2684288.7,74645.0,9085.0,60.0,SHRIRAM FINANCE LTD.,2684288.7,7700.0,Matched (3)
Shriram Pistons & Rings,SHRIRAM PISTONS & RINGS LTD.,4.1,1.1k,4.1,4.0,3.7,3.8,4.0,3.8,3.0,225438,,20101011204,Shriram Industrial Enterprises Group,1,6.62004e+19,Automobile engine parts,101014502059000,Other automobile ancillaries,280101000000,2811,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",1963,Automobile & Ancillaries,225438,20240331,12,INDAS,30350.6,29537.1,39.4,25922.4,4309.7,4034.8,244.5,4467.6,30290.4,8247.0,192.0,27.0,SHRIRAM PISTONS & RINGS LTD.,30290.4,1100.0,Matched (3)
Shyam Metalics & Energy,SHYAM METALICS & ENERGY LTD.,3.6,1.1k,3.3,3.5,3.3,3.3,3.1,3.4,3.0,337212,SHYAM D R I POWER,20101037305,Shyam Group,1,5.70404e+19,Iron & steel,101013501500000,Other ferrous metal products,240101000000,2410,Manufacture of basic iron and steel,2002,Metals & Metal Products,337212,20240331,12,INDAS,67790.8,66684.5,141.1,64417.9,1796.6,1750.0,8.4,3514.0,79305.9,16572.0,130.0,,SHYAM METALICS & ENERGY LTD.,79305.9,1100.0,Matched (3)
Sical Logistics,SICAL LOGISTICS LTD.,3.9,134,3.6,3.8,3.6,3.6,3.6,3.6,3.3,231670,,20102000000,Private (Indian),1,8.0122404e+19,Cargo handling,101040509000000,Transport logistics services,520200000000,522,Support activities for transportation,1955,Transportation & Logistics,231670,20240331,12,INDAS,936.0,665.5,,1395.2,52.6,52.1,0.5,-459.2,7392.6,33.0,,,SICAL LOGISTICS LTD.,7392.6,134.0,Matched (3)
Sigachi Industries,SIGACHI INDUSTRIES LTD.,3.7,199,3.5,3.6,3.6,3.4,3.5,3.4,3.3,226877,,20101037307,Sigachi Industries Group,1,5.004e+19,Inorganic chemicals,101012001000000,Inorganic chemicals,200101090000,20119,Manufacture of organic and inorganic chemical compounds n.e.c.,1989,Chemical & Allied Products,226877,20240331,12,INDAS,3292.8,3227.4,3.2,2883.8,491.5,472.4,19.1,412.2,6097.2,1428.0,59.0,0.0,SIGACHI INDUSTRIES LTD.,6097.2,199.0,Matched (3)
Silver Touch Technologies,SILVER TOUCH TECHNOLOGIES LTD.,3.2,350,3.0,3.1,2.8,2.8,2.8,2.9,2.6,227451,,20102000000,Private (Indian),1,8.03204e+19,Software services,101040801000000,Computer software,620101030000,62013,Providing software support and maintenance to the clients,1995,IT Sector,227451,20240331,12,INDAS,2093.1,2067.7,0.5,1935.3,1106.5,1099.8,4.6,158.3,1727.5,1500.0,,,SILVER TOUCH TECHNOLOGIES LTD.,1727.5,350.0,Matched (3)
Simmonds Marshall,SIMMONDS MARSHALL LTD.,4.0,51,3.7,3.6,3.4,3.6,3.6,3.5,3.2,227676,SIMMONDS MARSHALL,20102000000,Private (Indian),1,6.6202899e+19,"Other automobile ancillaries, nec",101014502059000,Other automobile ancillaries,290201090000,29209,Manufacture of other attachments to motor vehicles n.e.c.,1960,Automobile & Ancillaries,227676,20240331,12,INDAS,1794.6,1768.6,-16.2,1744.2,382.1,343.5,34.8,34.2,1767.8,341.0,,,SIMMONDS MARSHALL LTD.,1767.8,51.0,Matched (3)
Simplex Castings,SIMPLEX CASTINGS LTD.,3.3,57,3.4,3.4,3.0,3.7,3.4,3.6,3.1,227709,,20102000000,Private (Indian),1,5.704080804e+19,Castings,101013501150000,Castings & forgings,240301090000,24319,Manufacture of other iron and steel casting and products thereof,1980,Metals & Metal Products,227709,20240331,12,INDAS,1256.0,1228.3,-4.0,1228.1,105.4,102.0,2.3,23.9,1531.3,292.0,,,SIMPLEX CASTINGS LTD.,1531.3,57.0,Matched (3)
Simplex Infrastructures,SIMPLEX INFRASTRUCTURES LTD.,3.4,2k,3.3,3.2,2.7,3.2,3.2,3.4,2.8,227710,,20101037237,Simplex (Mundhra) Group,1,7.40612e+19,Infrastructure construction,101060203000000,Infrastructural construction,420901090000,42909,Other civil engineering projects n.e.c.,1924,Construction & Real Estate,227710,20240331,12,INDAS,10287.3,10109.5,-48.7,10957.5,1095.8,1043.7,45.7,-718.9,110433.6,1468.0,,,SIMPLEX INFRASTRUCTURES LTD.,110433.6,2000.0,Matched (3)
Singer India,SINGER INDIA LTD.,4.1,150,3.9,3.8,3.9,3.8,4.0,3.7,3.5,227990,SINGER INDIA,20202000000,Private (Foreign),1,8.0040416200408e+19,Wholesale trade in industrial machinery,101040401000000,Wholesale trading,460509090000,46599,"Wholesale of other machinery, equipment and supplies n.e.c. including computer-controlled machine tools and computer-controlled sewing and knitting machines",1977,Retail & Wholesale,227990,20240331,12,INDAS,4331.0,4254.5,212.4,4498.4,404.2,356.8,3.5,45.0,2533.0,368.0,,,SINGER INDIA LTD.,2533.0,150.0,Matched (3)
Siyaram Silk Mills,SIYARAM SILK MILLS LTD.,4.0,380,3.9,3.8,3.6,3.7,3.8,3.7,3.3,228899,,20101020436,Siyaram Poddar Group,1,3.61216e+19,Cotton fabrics,101011505000000,Cloth,130102010000,13121,"Weaving, Manufacture of cotton and cotton mixture fabrics.",1978,Textiles & Garments,228899,20240331,12,INDAS,21256.8,20933.3,249.8,19659.9,1722.7,1676.0,46.7,1846.7,16832.8,4768.0,701.0,0.0,SIYARAM SILK MILLS LTD.,16832.8,380.0,Matched (3)
Skipper,SKIPPER LTD.,3.7,744,3.4,3.5,3.5,3.4,3.4,3.5,3.1,228995,SKIPPER STEELS,20101037312,SK Bansal Group,1,5.704082099e+19,Other fabricated metal products,101013501500000,Other ferrous metal products,250909090000,25999,Manufacture of other fabricated metal products n.e.c.,1981,Metals & Metal Products,228995,20240331,12,INDAS,32985.7,32789.8,1611.4,33850.3,1267.2,1193.3,31.0,746.8,31704.8,7189.0,40.0,1.0,SKIPPER LTD.,31704.8,744.0,Matched (3)
Sky Industries,SKY INDUSTRIES LTD.,3.4,53,3.2,3.3,3.0,3.2,3.2,3.4,3.0,229054,SKY INDUSTRIES,20102000000,Private (Indian),1,3.660282e+19,Rubberised textile fabrics (elastic tapes),101011590000000,Other textiles,130909090000,13999,Manufacture of other textiles/textile products n.e.c.,1989,Textiles & Garments,229054,20240331,12,INDAS,841.0,824.7,-33.9,760.4,59.0,55.8,3.0,46.7,646.2,272.0,,,SKY INDUSTRIES LTD.,646.2,53.0,Matched (3)
Sobha,SOBHA LTD.,3.8,2k,3.9,3.4,3.4,3.4,3.6,3.7,3.2,229885,SDLOP,20202010000,NRI,1,7.41206e+19,Housing real estate,101060101000000,Housing construction,410101010000,41001,Construction of buildings carried out on own-account basis or on a fee or contract basis,1995,Construction & Real Estate,229885,20240331,12,INDAS,32226.6,31010.5,4491.6,36252.5,3526.2,3332.7,139.8,465.7,132534.3,25349.0,1086.0,5.0,SOBHA LTD.,132534.3,2000.0,Matched (3)
Som Distilleries & Breweries,SOM DISTILLERIES & BREWERIES LTD.,4.2,80,3.9,3.9,3.8,3.7,3.6,3.9,3.6,230628,,20101037318,SOM Group,1,3.36028e+19,Beer,101011101300000,Alcoholic beverages,110103010000,11031,Manufacture of beer,1993,Food & Beverages,230628,20240331,12,INDAS,8965.4,8847.6,151.0,8644.7,183.4,176.6,6.8,471.7,8522.2,1261.0,287.0,0.0,SOM DISTILLERIES & BREWERIES LTD.,8522.2,80.0,Matched (3)
Somany Ceramics,SOMANY CERAMICS LTD.,4.2,662,4.1,4.0,3.9,3.9,3.9,3.9,3.6,204550,SOMANY CERAMICS,20101020439,Somany Impresa Group,1,8.004041644e+19,Wholesale trade in miscellaneous manufactured articles,101040401000000,Wholesale trading,460901090000,46909,Other non-specialised wholesale trade n.e.c.,1968,Retail & Wholesale,204550,20240331,12,INDAS,26595.8,26263.0,-228.2,25329.9,2423.9,2300.3,80.8,1037.7,15840.7,4172.0,80.0,8.0,SOMANY CERAMICS LTD.,15840.7,662.0,Matched (3)
Sonata Software,SONATA SOFTWARE LTD.,3.4,1.2k,3.3,3.6,3.1,3.3,3.3,3.4,2.8,231086,SONATA SOFTWARE,20101020208,Ghia Group,1,8.03204e+19,Software services,101040801000000,Computer software,620101030000,62013,Providing software support and maintenance to the clients,1994,IT Sector,231086,20240331,12,INDAS,12843.4,9537.1,,9255.4,6771.3,6571.0,124.5,3588.0,14757.8,3750.0,,,SONATA SOFTWARE LTD.,14757.8,1200.0,Matched (3)
South Indian Bank,SOUTH INDIAN BANK LTD.,3.3,528,3.8,3.0,3.9,2.9,2.9,3.1,3.0,231715,SIBL,20101037319,South Indian Bank Group,3,8.50404e+19,Banking services,102010000000000,Banking services,640109010000,64191,"Monetary intermediation of commercial banks, saving banks. postal savings bank and discount houses",1929,Financial Services,231715,20240331,12,IGAAP,102443.9,,,91743.1,16928.5,13407.1,,10700.8,1176470.8,13160.0,6546.0,11.0,SOUTH INDIAN BANK LTD.,1176470.8,528.0,Matched (3)
Speciality Restaurants,SPECIALITY RESTAURANTS LTD.,4.2,129,4.2,3.9,3.8,3.8,3.7,3.9,3.6,232593,,20101037320,Speciality Group,1,8.00812e+19,"Restaurants, bars and canteen",101040101000000,Hotels & restaurants,560301010000,56301,Bars and Restaurants with bars,1999,Services & Consultancy,232593,20240331,12,INDAS,4219.2,3931.1,,3952.7,869.4,784.7,73.0,266.5,5284.6,2416.0,41.0,6.0,SPECIALITY RESTAURANTS LTD.,5284.6,129.0,Matched (3)
Spicejet,SPICEJET LTD.,3.6,1.2k,3.3,3.4,3.1,3.4,3.4,3.6,3.0,147873,SPICEJET,20101037256,Sun Group,1,8.012160404e+19,Airline passenger services,101040503010000,Air transport services,510101010000,51101,Passenger airways,1984,Transportation & Logistics,147873,20240331,12,INDAS,84969.9,70499.8,,89064.3,7984.8,7539.7,138.4,-4094.4,92469.4,8165.0,1708.0,2.0,SPICEJET LTD.,92469.4,1200.0,Matched (3)
Sportking India,SPORTKING INDIA LTD.,3.7,77,3.5,3.4,3.0,3.5,3.2,3.4,2.9,233133,SPORTKING INDIA,20101037322,Sportking Group,1,3.6120804e+19,Cotton yarn,101011501000000,Cotton & blended yarn,130101010000,13111,Preparation and spinning of cotton fiber including blended* cotton,1989,Textiles & Garments,233133,20240331,12,INDAS,24133.3,23771.7,-13.7,23416.1,1394.1,1367.3,16.1,703.5,19896.1,5974.0,2542.0,17.0,SPORTKING INDIA LTD.,19896.1,77.0,Matched (3)
Sri Chakra Cement,SRI CHAKRA CEMENT LTD.,4.3,59,3.9,4.2,4.1,4.1,4.0,3.9,3.6,235150,SRICHAKRA CEMENTS,20101033127,Goldstar Group,1,5.4060612e+19,Cement,101013001000000,Cement,230904010000,23941,Manufacture of clinkers and cement,1981,Diversified / Miscellaneous,235150,20240331,12,INDAS,2276.3,2241.2,40.2,2423.0,197.2,139.2,55.3,-106.5,1676.9,291.0,,,SRI CHAKRA CEMENT LTD.,1676.9,59.0,Matched (3)
Star Cement,STAR CEMENT LTD.,4.0,859,3.9,3.8,3.8,3.7,3.7,3.7,3.2,347879,CEMENT MANUFACTURING,20101032016,CenturyPly Group,1,5.4060612e+19,Cement,101013001000000,Cement,230904010000,23941,Manufacture of clinkers and cement,2001,Diversified / Miscellaneous,347879,20240331,12,INDAS,32454.0,32007.8,-166.7,30080.3,1512.4,1676.6,53.8,2207.0,24419.6,4317.0,355.0,,STAR CEMENT LTD.,24419.6,859.0,Matched (3)
Star Paper Mills,STAR PAPER MILLS LTD.,3.8,123,4.1,3.9,3.5,3.7,3.4,3.5,3.0,236124,,20101012300,Goenka G.P. (Duncans) Group,1,4.61212e+19,Paper,101015001050000,Paper & newsprint,170101030000,17013,Manufacture of paper and paper rolls not further processed,1936,Diversified / Miscellaneous,236124,20240331,12,INDAS,4763.8,4444.7,294.2,4418.0,301.7,277.9,18.9,640.0,7913.5,380.0,,,STAR PAPER MILLS LTD.,7913.5,123.0,Matched (3)
State Bank Of India,STATE BANK OF INDIA,3.8,4.2k,4.0,3.4,3.8,3.5,3.5,3.7,3.5,236328,SBI,10101770000,State Bank of India Group,3,8.50404e+19,Banking services,102010000000000,Banking services,640109010000,64191,"Monetary intermediation of commercial banks, saving banks. postal savings bank and discount houses",1955,Financial Services,236328,20240331,12,IGAAP,4714494.2,,,4103728.0,783369.8,415335.8,,610766.2,61927902.3,232296.0,62676.0,5472.0,STATE BANK OF INDIA,61927902.3,4200.0,Matched (3)
Steel Authority Of India,STEEL AUTHORITY OF INDIA LTD.,4.1,636,4.2,4.0,3.8,3.8,3.8,3.8,3.4,236460,SAIL,10101000000,Central Govt. - Commercial Enterprises,1,5.704041204e+19,Finished Steel (Non-Alloy Steel),101013501100000,Steel,240101050000,24105,Manufacture of hot-rolled and cold-rolled products of steel,1973,Metals & Metal Products,236460,20240331,12,INDAS,1065226.5,1050284.7,33529.2,1071424.6,117587.5,98987.1,6502.2,27331.1,1413077.3,128130.0,8643.0,772.0,STEEL AUTHORITY OF INDIA LTD.,1413077.3,636.0,Matched (3)
Steel Strips Wheels,STEEL STRIPS WHEELS LTD.,3.7,1.3k,3.5,3.4,3.4,3.4,3.3,3.5,3.4,236511,,20101037252,Steel Strips Group,1,6.6201256e+19,Wheels for automobiles,101014502059000,Other automobile ancillaries,290301010000,29301,"Manufacture of diverse parts and accessories for motor vehicles such as brakes, gearboxes, axles, road wheels, suspension shock absorbers, radiators, silencers, exhaust pipes, catalysers, clutches, steering wheels, steering columns and steering boxes etc.",1985,Automobile & Ancillaries,236511,20240331,12,INDAS,43731.6,43571.0,182.8,41715.5,3580.3,3380.0,152.9,2198.9,32482.5,9163.0,97.0,8.0,STEEL STRIPS WHEELS LTD.,32482.5,1300.0,Matched (3)
Steelcast,STEELCAST LTD.,4.3,60,3.8,4.1,3.6,3.7,4.0,4.0,3.4,236536,STEELCAST,20101035362,MFT Group,1,5.70408080404e+19,Steel castings,101013501150000,Castings & forgings,240301090000,24319,Manufacture of other iron and steel casting and products thereof,1972,Metals & Metal Products,236536,20240331,12,INDAS,4125.0,4065.6,-152.8,3222.2,412.2,396.6,15.6,750.0,3236.4,996.0,,11.0,STEELCAST LTD.,3236.4,60.0,Matched (3)
Sterling Tools,STERLING TOOLS LTD.,3.6,298,3.4,3.4,3.3,3.4,3.4,3.5,3.0,236905,STERLING TOOLS,20101037323,Sterling Tools Group,1,5.704084e+19,"Screws, bolts, nuts, rivets, washers, etc.",101013501500000,Other ferrous metal products,250909010000,25991,"Manufacture of metal fasteners (nails, rivets, tacks, pins, staples, washers and similar non-threaded products and nuts, bolts, screws and other threaded products)",1979,Metals & Metal Products,236905,20240331,12,INDAS,6311.0,6232.9,78.8,6001.3,510.6,485.7,16.0,388.5,6204.7,1780.0,65.0,1.0,STERLING TOOLS LTD.,6204.7,298.0,Matched (3)
Sterlite Technologies,STERLITE TECHNOLOGIES LTD.,3.8,2.3k,3.2,3.7,3.7,3.5,3.6,3.6,3.1,236922,,20101020440,Vedanta Group,1,6.308280816e+19,Jelly filled cables,101014005010000,Wires & cables,270302010000,27320,"Manufacture of other electronic and electric wires and cables (insulated wire and cable made of steel, copper, aluminium)",2000,Metals & Metal Products,236922,20240331,12,INDAS,41700.0,40410.0,-630.0,42340.0,3310.0,3180.0,130.0,-1270.0,73210.0,4828.0,421.0,9.0,STERLITE TECHNOLOGIES LTD.,73210.0,2300.0,Matched (3)
Subex,SUBEX LTD.,3.5,431,3.2,3.3,3.0,3.2,3.3,3.4,2.8,237560,SUBEX AZURE,20101037327,Subex Group,1,8.03204e+19,Software services,101040801000000,Computer software,620101030000,62013,Providing software support and maintenance to the clients,1994,IT Sector,237560,20240331,12,INDAS,2705.2,2690.1,,4837.7,1178.4,1122.2,44.4,-2132.5,4153.1,671.0,226.0,0.0,SUBEX LTD.,4153.1,431.0,Matched (3)
Subros,SUBROS LTD.,3.8,3.4k,4.2,3.7,3.1,3.5,3.8,3.9,3.2,237919,,20101037337,Suri Group,1,6.62028e+19,"Automobile ancillaries, nec",101014502059000,Other automobile ancillaries,290201090000,29209,Manufacture of other attachments to motor vehicles n.e.c.,1985,Automobile & Ancillaries,237919,20240331,12,INDAS,30872.0,30713.4,113.3,30008.7,2840.9,2581.7,259.2,976.6,17529.3,4998.0,221.0,43.0,SUBROS LTD.,17529.3,3400.0,Matched (3)
Sudarshan Chemical Inds.,SUDARSHAN CHEMICAL INDS. LTD.,3.8,529,3.4,3.6,3.5,3.5,3.5,3.8,3.2,238067,,20101037328,Sudarshan Group,1,5.0241608e+19,Pigments,101012025000000,Dyes & pigments,200101040000,20114,Manufacture of dyes and pigments from any source in basic form or as concentrate,1951,Chemical & Allied Products,238067,20240331,12,INDAS,24744.6,21414.3,-340.8,21052.6,1474.7,1369.2,84.2,3351.2,24596.3,3820.0,337.0,4.0,SUDARSHAN CHEMICAL INDS. LTD.,24596.3,529.0,Matched (3)
Sundaram Brake Linings,SUNDARAM BRAKE LININGS LTD.,3.5,145,3.5,3.3,2.8,3.1,3.3,3.3,2.9,240029,,20101011000,T.V.S. Iyengar Group,1,6.620162e+19,Brake linings,101014502059000,Other automobile ancillaries,290301010000,29301,"Manufacture of diverse parts and accessories for motor vehicles such as brakes, gearboxes, axles, road wheels, suspension shock absorbers, radiators, silencers, exhaust pipes, catalysers, clutches, steering wheels, steering columns and steering boxes etc.",1974,Automobile & Ancillaries,240029,20240331,12,INDAS,3602.0,3523.6,3.3,3504.4,483.9,401.4,74.3,100.9,2068.2,966.0,,,SUNDARAM BRAKE LININGS LTD.,2068.2,145.0,Matched (3)
Sundaram Finance,SUNDARAM FINANCE LTD.,4.1,942,4.3,4.0,3.5,3.9,4.1,3.9,3.3,240037,SUNDARAM FINANCE,20101011000,T.V.S. Iyengar Group,2,8.504080404e+19,Auto financing services,102030100000000,Auto finance services,640902010000,64920,Other credit granting,1954,Financial Services,240037,20240331,12,FS_INDAS,56286.7,1488.5,,41746.6,5485.3,5229.3,134.8,14540.1,514321.9,5822.0,277.0,6.0,SUNDARAM FINANCE LTD.,514321.9,942.0,Matched (3)
Sundram Fasteners,SUNDRAM FASTENERS LTD.,3.7,1.6k,3.6,3.5,3.2,3.4,3.3,3.6,3.0,240215,SUNDRAM FASTENERS,20101011000,T.V.S. Iyengar Group,1,6.62e+19,Automobile ancillaries,101014502059000,Other automobile ancillaries,290301000000,2930,Manufacture of parts and accessories for motor vehicles,1962,Automobile & Ancillaries,240215,20240331,12,INDAS,50431.9,49913.3,58.5,45693.3,3477.1,3124.4,338.8,4797.1,44103.0,9698.0,1711.0,7.0,SUNDRAM FASTENERS LTD.,44103.0,1600.0,Matched (3)
Sunflag Iron & Steel Co.,SUNFLAG IRON & STEEL CO. LTD.,3.9,319,3.7,3.6,3.4,3.5,3.5,3.7,3.1,240266,,20201020400,Sunflag (F) Group,1,5.7040412080299e+19,"Other alloy steels, nec",101013501100000,Steel,240101090000,24109,Manufacture of other basic iron and steel n.e.c,1984,Metals & Metal Products,240266,20240331,12,INDAS,35075.8,34992.9,758.2,34417.9,1210.7,1142.6,68.1,1416.1,70242.1,3630.0,14.0,4.0,SUNFLAG IRON & STEEL CO. LTD.,70242.1,319.0,Matched (3)
Super Sales India,SUPER SALES INDIA LTD.,3.7,52,3.5,3.5,3.2,3.6,3.4,3.7,3.1,241501,SUPER SALES INDIA,20101013600,Lakshmi Group [Naidu G.V.],1,3.6120804e+19,Cotton yarn,101011501000000,Cotton & blended yarn,130101010000,13111,Preparation and spinning of cotton fiber including blended* cotton,1981,Textiles & Garments,241501,20240331,12,INDAS,4322.4,4191.8,27.3,4151.0,492.9,444.2,48.7,198.7,7191.7,1236.0,,,SUPER SALES INDIA LTD.,7191.7,52.0,Matched (3)
Superhouse,SUPERHOUSE LTD.,3.4,252,2.9,3.2,3.0,3.1,3.0,3.2,2.7,241688, ,20101037333,Superhouse Group,1,4.02099e+19,"Parts of footwear, nec",101012505010000,Footwear,150201090000,15209,Manufacture of other footwear n.e.c.,1980,Consumer Goods & Durables,241688,20240331,12,INDAS,5301.0,5217.9,-276.5,4945.2,479.5,455.6,18.8,79.3,6256.3,1578.0,,,SUPERHOUSE LTD.,6256.3,252.0,Matched (3)
Supreme Industries,SUPREME INDUSTRIES LTD.,4.0,1.3k,4.1,3.8,3.5,3.7,3.7,3.8,3.3,242022,,20101020445,Taparia Group,1,5.0560812e+19,"Tubes, pipes & hoses & fittings of plastics",101012045010000,"Plastic tubes, pipes, fittings & sheets",220201090000,22209,Manufacture of other plastics products n.e.c.,1942,Plastics & Packaging,242022,20240331,12,INDAS,102519.8,101050.1,66.5,92424.6,4409.0,4134.2,274.8,10161.7,62984.7,19067.0,860.0,9.0,SUPREME INDUSTRIES LTD.,62984.7,1300.0,Matched (3)
Supreme Petrochem,SUPREME PETROCHEM LTD.,4.1,115,4.4,3.9,3.5,3.8,3.7,3.7,3.5,242059,,20101020445,Taparia Group,1,5.056041204e+19,Polystyrene,101012040000000,Polymers,200103010000,20131,"Manufacture of plastic in primary forms (includes amino-resins, polyurethanes etc.)",1989,Plastics & Packaging,242059,20240331,12,INDAS,53215.4,52533.5,61.4,49811.9,634.9,611.5,23.4,3464.9,30678.0,689.0,34.0,0.0,SUPREME PETROCHEM LTD.,30678.0,115.0,Matched (3)
Surya Roshni,SURYA ROSHNI LTD.,4.2,584,4.1,4.1,3.8,3.9,3.9,3.7,3.6,243328,,20101020360,Prakash Industries Group,1,5.70404e+19,Iron & steel,101013501500000,Other ferrous metal products,240101000000,2410,Manufacture of basic iron and steel,1973,Metals & Metal Products,243328,20240331,12,INDAS,78223.0,78085.2,182.6,75117.0,4098.3,3901.7,73.1,3288.6,29358.2,8031.0,562.0,9.0,SURYA ROSHNI LTD.,29358.2,584.0,Matched (3)
Suryalakshmi Cotton Mills,SURYALAKSHMI COTTON MILLS LTD.,3.5,70,3.5,3.8,3.0,3.4,3.3,3.4,2.8,243438,,20101037264,Suryalakshmi Group,1,3.6604016e+19,Denim,101011505000000,Cloth,130102000000,1312,Weaving of textiles,1962,Textiles & Garments,243438,20240331,12,INDAS,7874.2,7824.0,153.3,7991.4,681.4,646.3,23.6,36.1,7456.9,2309.0,,,SURYALAKSHMI COTTON MILLS LTD.,7456.9,70.0,Matched (3)
